FAM	D	T	L
cy41HOG000232530.ale.uml_rec	1.36886e-05	0.0514552	0.0632684
cy41HOG000016130.ale.uml_rec	1.52418e-05	0.476378	0.36478
cy41HOG000233672.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000094614.ale.uml_rec	1.08827	1e-06	0.373294
cy41HOG000127821.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132821.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000074337.ale.uml_rec	1e-06	0.207182	0.365895
cy41HOG000238204.ale.uml_rec	2.35358e-05	0.0578021	0.234448
cy41HOG000035962.ale.uml_rec	1e-06	0.000420283	0.331201
cy41HOG000245267.ale.uml_rec	0.173577	0.19783	0.565054
cy41HOG000036367.ale.uml_rec	0.000597949	0.0674208	0.36432
cy41HOG000022575.ale.uml_rec	0.000133795	0.834122	0.971731
cy41HOG000150086.ale.uml_rec	1e-06	0.126466	1e-06
cy41HOG000037025.ale.uml_rec	0.846112	0.271655	0.356889
cy41HOG000276844.ale.uml_rec	1e-06	1e-06	0.528052
cy41HOG000014965.ale.uml_rec	1e-06	0.0508223	0.145614
cy41HOG000088108.ale.uml_rec	1.0654e-06	0.254145	1e-06
cy41HOG000233890.ale.uml_rec	0.021255	1e-06	0.0965939
cy41HOG000127933.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000234239.ale.uml_rec	1e-06	1e-06	0.164347
cy41HOG000233760.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058592.ale.uml_rec	1e-06	0.125464	1e-06
cy41HOG000232422.ale.uml_rec	1e-06	1e-06	0.0634404
cy41HOG000165693.ale.uml_rec	1.09771	1e-06	0.670786
cy41HOG000143610.ale.uml_rec	1.0821	1e-06	1.28945
cy41HOG000233230.ale.uml_rec	4.46088e-05	0.0517067	0.0761245
cy41HOG000238646.ale.uml_rec	1e-06	0.0643188	0.0608151
cy41HOG000086960.ale.uml_rec	0.202788	0.307302	0.431493
cy41HOG000075167.ale.uml_rec	7.10992e-05	0.100745	0.349303
cy41HOG000035870.ale.uml_rec	1e-06	0.644514	1.13209
cy41HOG000037137.ale.uml_rec	1e-06	0.498913	0.644846
cy41HOG000035780.ale.uml_rec	1e-06	0.644514	1.13209
cy41HOG000036725.ale.uml_rec	1e-06	0.488145	0.763638
cy41HOG000069769.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069239.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023275.ale.uml_rec	0.866368	1e-06	0.458101
cy41HOG000239922.ale.uml_rec	1e-06	1e-06	0.286914
cy41HOG000234070.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000049777.ale.uml_rec	0.000536746	0.0432966	0.0244023
cy41HOG000035456.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000252614.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000128050.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058644.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054904.ale.uml_rec	1e-06	0.168184	1.5642e-05
cy41HOG000080792.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069520.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058314.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132515.ale.uml_rec	0.165272	1e-06	1e-06
cy41HOG000272443.ale.uml_rec	0.427264	1e-06	1.03335
cy41HOG000232804.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000080862.ale.uml_rec	0.832517	0.295317	0.690953
cy41HOG000247776.ale.uml_rec	0.0188949	0.147564	0.0933516
cy41HOG000150980.ale.uml_rec	1e-06	0.169251	0.31958
cy41HOG000252776.ale.uml_rec	0.104301	0.0894589	0.3741
cy41HOG000054609.ale.uml_rec	1e-06	1e-06	0.503288
cy41HOG000054359.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000147597.ale.uml_rec	0.836022	0.0776281	1e-06
cy41HOG000145320.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000035534.ale.uml_rec	1e-06	1e-06	0.323325
cy41HOG000234112.ale.uml_rec	4.26681e-05	0.000647934	0.280312
cy41HOG000037383.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000287552.ale.uml_rec	0.0749341	0.0890495	0.215124
cy41HOG000024598.ale.uml_rec	1e-06	1e-06	0.73077
cy41HOG000232709.ale.uml_rec	1e-06	0.0258673	0.0189072
cy41HOG000034819.ale.uml_rec	0.0331896	0.0527084	0.154785
cy41HOG000232966.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000054796.ale.uml_rec	0.00602992	0.000742876	0.617854
cy41HOG000069442.ale.uml_rec	1.0818	7.84894e-06	0.45921
cy41HOG000058276.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000118114.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233084.ale.uml_rec	1e-06	0.691444	1.07344
cy41HOG000069112.ale.uml_rec	1e-06	0.0539505	0.0168178
cy41HOG000058726.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000232696.ale.uml_rec	0.0118736	0.0445059	0.0271085
cy41HOG000232540.ale.uml_rec	0.025412	0.0293105	0.109048
cy41HOG000023288.ale.uml_rec	0.425004	1e-06	0.716082
cy41HOG000233352.ale.uml_rec	1e-06	0.213935	0.317079
cy41HOG000120858.ale.uml_rec	1.04398	1e-06	1.37046
cy41HOG000127851.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000281450.ale.uml_rec	0.017636	0.0740831	0.0646145
cy41HOG000119180.ale.uml_rec	1.08088	1e-06	1.27549
cy41HOG000069794.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233602.ale.uml_rec	1e-06	1e-06	0.193331
cy41HOG000032224.ale.uml_rec	1e-06	0.465509	0.573687
cy41HOG000069864.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036828.ale.uml_rec	1e-06	0.0236747	0.0822053
cy41HOG000131254.ale.uml_rec	1e-06	0.760595	1.13339
cy41HOG000158175.ale.uml_rec	0.629207	0.382218	0.94972
cy41HOG000113944.ale.uml_rec	0.165272	1e-06	1e-06
cy41HOG000022505.ale.uml_rec	6.60879e-06	0.0134275	0.013617
cy41HOG000296628.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023317.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000276834.ale.uml_rec	1e-06	0.629163	1.11572
cy41HOG000037055.ale.uml_rec	0.419791	1e-06	0.987238
cy41HOG000223473.ale.uml_rec	1e-06	0.0292779	0.0232441
cy41HOG000014338.ale.uml_rec	1e-06	0.296372	0.307899
cy41HOG000035912.ale.uml_rec	1e-06	0.0295596	0.048858
cy41HOG000076161.ale.uml_rec	1e-06	0.0303903	0.0455466
cy41HOG000036876.ale.uml_rec	1e-06	2.29095e-05	0.715337
cy41HOG000276605.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036786.ale.uml_rec	1e-06	0.102942	0.104568
cy41HOG000035723.ale.uml_rec	1e-06	0.753803	1.18634
cy41HOG000234305.ale.uml_rec	0.002091	0.902887	1.0042
cy41HOG000035273.ale.uml_rec	0.283112	0.000431613	0.630176
cy41HOG000054581.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000130587.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127660.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069655.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036619.ale.uml_rec	1e-06	0.0359788	0.0210529
cy41HOG000127990.ale.uml_rec	0.283365	0.000113514	0.107794
cy41HOG000058061.ale.uml_rec	1e-06	1e-06	0.282
cy41HOG000069305.ale.uml_rec	1.06623	1e-06	0.342884
cy41HOG000233293.ale.uml_rec	0.014732	0.0584311	0.0760208
cy41HOG000058531.ale.uml_rec	1e-06	1e-06	0.399323
cy41HOG000232481.ale.uml_rec	1e-06	0.0203054	0.0414184
cy41HOG000232757.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000057902.ale.uml_rec	1e-06	0.721552	1.1625
cy41HOG000233145.ale.uml_rec	1e-06	1e-06	0.285326
cy41HOG000233415.ale.uml_rec	1e-06	1e-06	0.115344
cy41HOG000054307.ale.uml_rec	0.0139645	0.105439	0.170737
cy41HOG000019612.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000067384.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000130651.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000218764.ale.uml_rec	0.272685	0.107773	0.664772
cy41HOG000054838.ale.uml_rec	1e-06	1e-06	0.611319
cy41HOG000024459.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058778.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000235391.ale.uml_rec	1.13634	1e-06	0.78933
cy41HOG000023100.ale.uml_rec	1.07374	1e-06	0.359593
cy41HOG000223664.ale.uml_rec	1e-06	0.0268921	0.0265221
cy41HOG000058228.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232398.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037242.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000054298.ale.uml_rec	1e-06	0.717656	1.11512
cy41HOG000251342.ale.uml_rec	1e-06	0.294829	0.641659
cy41HOG000138822.ale.uml_rec	1.09778	4.42835e-06	0.48803
cy41HOG000087957.ale.uml_rec	1.05068	1e-06	0.224385
cy41HOG000134232.ale.uml_rec	1e-06	0.279934	0.309009
cy41HOG000232938.ale.uml_rec	1e-06	1e-06	0.282892
cy41HOG000054735.ale.uml_rec	1e-06	0.732115	1.15653
cy41HOG000054265.ale.uml_rec	1e-06	0.543327	0.582595
cy41HOG000241051.ale.uml_rec	0.0737974	0.151012	0.107709
cy41HOG000228370.ale.uml_rec	1e-06	0.0401267	0.0628495
cy41HOG000035408.ale.uml_rec	0.00063091	0.0998899	0.265565
cy41HOG000007299.ale.uml_rec	6.86635e-06	0.0392665	0.0510563
cy41HOG000233577.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000273930.ale.uml_rec	1e-06	1e-06	0.0985943
cy41HOG000058785.ale.uml_rec	0.431463	1e-06	0.696891
cy41HOG000232635.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000057860.ale.uml_rec	0.0838801	4.38668e-06	1e-06
cy41HOG000081041.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000022980.ale.uml_rec	1.03168	0.0003198	0.20745
cy41HOG000110564.ale.uml_rec	1e-06	0.0679972	0.0242603
cy41HOG000218799.ale.uml_rec	1e-06	0.0400032	0.0156519
cy41HOG000035597.ale.uml_rec	0.608863	0.393469	1.02004
cy41HOG000151591.ale.uml_rec	0.505653	0.196329	0.590447
cy41HOG000037320.ale.uml_rec	1e-06	0.208915	0.489201
cy41HOG000023062.ale.uml_rec	0.624266	1e-06	0.78277
cy41HOG000220125.ale.uml_rec	0.0171319	0.0585829	0.0563343
cy41HOG000035311.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000284682.ale.uml_rec	9.76803e-05	0.394766	0.348938
cy41HOG000234267.ale.uml_rec	1e-06	1e-06	0.438357
cy41HOG000035641.ale.uml_rec	0.0398344	3.22251e-06	0.142719
cy41HOG000036914.ale.uml_rec	0.370312	1e-06	0.548066
cy41HOG000276767.ale.uml_rec	1e-06	1e-06	0.10965
cy41HOG000088156.ale.uml_rec	1e-06	0.456327	0.7587
cy41HOG000069267.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000080585.ale.uml_rec	0.000122105	0.0274982	0.0519129
cy41HOG000058453.ale.uml_rec	1e-06	1e-06	7.4279e-06
cy41HOG000069737.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037169.ale.uml_rec	0.368643	1e-06	0.881144
cy41HOG000058103.ale.uml_rec	1e-06	1e-06	0.395855
cy41HOG000057116.ale.uml_rec	4.8262e-05	0.0325206	0.0498814
cy41HOG000233951.ale.uml_rec	1e-06	1e-06	0.0902438
cy41HOG000127702.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132702.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000290182.ale.uml_rec	3.70006e-05	0.106166	0.0962609
cy41HOG000035753.ale.uml_rec	0.00180692	0.00190656	0.263555
cy41HOG000034141.ale.uml_rec	1e-06	0.0415116	0.057931
cy41HOG000088044.ale.uml_rec	0.283365	0.000113514	0.107794
cy41HOG000276675.ale.uml_rec	1.13642e-05	0.117047	0.284651
cy41HOG000036806.ale.uml_rec	0.45813	0.128906	0.410617
cy41HOG000058011.ale.uml_rec	1e-06	0.721552	1.1625
cy41HOG000069625.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036669.ale.uml_rec	0.0500094	0.102779	0.192104
cy41HOG000224104.ale.uml_rec	1e-06	0.720015	0.965954
cy41HOG000058541.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069375.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023339.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000132610.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000089299.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000036999.ale.uml_rec	1e-06	0.0484205	0.144938
cy41HOG000233843.ale.uml_rec	1e-06	1e-06	0.525441
cy41HOG000252208.ale.uml_rec	7.54649e-06	0.0275624	0.078896
cy41HOG000219456.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054377.ale.uml_rec	0.111717	0.190317	1e-06
cy41HOG000133684.ale.uml_rec	1.0821	1e-06	1.28945
cy41HOG000054627.ale.uml_rec	2.14377e-05	0.0941692	0.142092
cy41HOG000130621.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233135.ale.uml_rec	0.044609	0.0628603	0.231665
cy41HOG000021658.ale.uml_rec	4.76714e-06	0.127101	0.171871
cy41HOG000058697.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000232727.ale.uml_rec	0.025301	1e-06	0.0501314
cy41HOG000233465.ale.uml_rec	1e-06	1e-06	0.158163
cy41HOG000273822.ale.uml_rec	0.000217028	0.422974	0.269422
cy41HOG000095211.ale.uml_rec	0.000419967	0.0437074	0.0355378
cy41HOG000250520.ale.uml_rec	1e-06	1e-06	0.597272
cy41HOG000004811.ale.uml_rec	0.000268898	0.368234	0.507479
cy41HOG000232948.ale.uml_rec	1e-06	1e-06	0.033929
cy41HOG000058708.ale.uml_rec	0.168869	5.27833e-06	1e-06
cy41HOG000024429.ale.uml_rec	1e-06	0.366502	0.444066
cy41HOG000035485.ale.uml_rec	1e-06	0.70419	1.16012
cy41HOG000037232.ale.uml_rec	1.42448e-05	0.185382	0.323946
cy41HOG000058258.ale.uml_rec	0.15956	0.159224	0.00182192
cy41HOG000233507.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069491.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035478.ale.uml_rec	1e-06	1e-06	0.73077
cy41HOG000081031.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232645.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000281205.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000130743.ale.uml_rec	0.166135	1e-06	1e-06
cy41HOG000218326.ale.uml_rec	1e-06	0.0555594	0.0699777
cy41HOG000015840.ale.uml_rec	4.67981e-05	0.885962	0.977347
cy41HOG000071233.ale.uml_rec	1e-06	0.212636	1e-06
cy41HOG000233498.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037350.ale.uml_rec	1e-06	0.473405	0.670593
cy41HOG000023012.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000036012.ale.uml_rec	1e-06	1e-06	0.233066
cy41HOG000022600.ale.uml_rec	0.0182594	0.0450119	0.163193
cy41HOG000244700.ale.uml_rec	0.473132	0.468086	0.406129
cy41HOG000220823.ale.uml_rec	0.000122909	0.104555	0.11684
cy41HOG000276717.ale.uml_rec	0.104916	1e-06	1e-06
cy41HOG000036964.ale.uml_rec	1e-06	0.102029	0.264611
cy41HOG000005347.ale.uml_rec	1.08827	1e-06	0.373294
cy41HOG000287307.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035361.ale.uml_rec	1e-06	1e-06	0.429719
cy41HOG000120914.ale.uml_rec	1e-06	0.622044	0.857661
cy41HOG000032638.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069388.ale.uml_rec	1e-06	1e-06	0.300601
cy41HOG000037086.ale.uml_rec	1e-06	1e-06	0.573829
cy41HOG000035631.ale.uml_rec	1e-06	0.070946	0.0933835
cy41HOG000234217.ale.uml_rec	1e-06	1e-06	0.0893915
cy41HOG000036694.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000127772.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000276688.ale.uml_rec	1e-06	0.727616	1.15443
cy41HOG000132772.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233921.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054493.ale.uml_rec	1e-06	0.195739	0.188877
cy41HOG000242602.ale.uml_rec	1e-06	0.0185631	0.0386705
cy41HOG000131287.ale.uml_rec	1e-06	1e-06	0.463538
cy41HOG000058423.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000287298.ale.uml_rec	3.79035e-05	0.744463	1.16928
cy41HOG000069217.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000224536.ale.uml_rec	0.000219551	0.787863	1.21944
cy41HOG000233381.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127882.ale.uml_rec	0.283365	0.000113514	0.107794
cy41HOG000119153.ale.uml_rec	1.08088	1e-06	1.27549
cy41HOG000037119.ale.uml_rec	0.576101	0.345032	1.05762
cy41HOG000069747.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035959.ale.uml_rec	0.114686	0.050051	0.334486
cy41HOG000127675.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132675.ale.uml_rec	1.08745	1e-06	1.24873
cy41HOG000130592.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054594.ale.uml_rec	1e-06	2.63768e-06	0.362176
cy41HOG000181765.ale.uml_rec	1.07368e-06	0.134379	0.356026
cy41HOG000041594.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058524.ale.uml_rec	0.117563	1e-06	3.10266e-06
cy41HOG000069310.ale.uml_rec	0.280292	2.59699e-06	0.0997278
cy41HOG000233286.ale.uml_rec	1e-06	0.250156	1e-06
cy41HOG000127985.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058074.ale.uml_rec	1e-06	0.721552	1.1625
cy41HOG000276610.ale.uml_rec	2.63687e-05	0.000343465	0.00122866
cy41HOG000036863.ale.uml_rec	1e-06	0.320191	0.527878
cy41HOG000291805.ale.uml_rec	0.0181432	0.0582475	0.180047
cy41HOG000006845.ale.uml_rec	1e-06	0.0553425	1e-06
cy41HOG000035266.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000220052.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000233319.ale.uml_rec	1e-06	1e-06	0.626633
cy41HOG000037181.ale.uml_rec	1e-06	1e-06	0.135637
cy41HOG000035736.ale.uml_rec	1e-06	0.0405452	0.16899
cy41HOG000234310.ale.uml_rec	1e-06	1e-06	0.0911193
cy41HOG000036793.ale.uml_rec	1e-06	0.734313	1.15913
cy41HOG000233649.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069409.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037257.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000222533.ale.uml_rec	1e-06	0.319991	1e-06
cy41HOG000023115.ale.uml_rec	1.09778	4.42835e-06	0.48803
cy41HOG000069159.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000282238.ale.uml_rec	1e-06	0.0138907	0.0278912
cy41HOG000057888.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000275033.ale.uml_rec	1.06397e-05	0.0172544	0.0275824
cy41HOG000087942.ale.uml_rec	1.09975	1e-06	1.27008
cy41HOG000233400.ale.uml_rec	1e-06	1e-06	0.0520164
cy41HOG000234159.ale.uml_rec	1e-06	1e-06	0.258528
cy41HOG000057917.ale.uml_rec	1e-06	1e-06	0.168517
cy41HOG000233150.ale.uml_rec	1e-06	1e-06	0.182
cy41HOG000232742.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000251868.ale.uml_rec	0.000773814	0.277461	0.304121
cy41HOG000054642.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000130644.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054312.ale.uml_rec	1e-06	1e-06	0.284976
cy41HOG000080829.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000022995.ale.uml_rec	1.07374	1e-06	0.359593
cy41HOG000035582.ale.uml_rec	1.09778	4.42835e-06	0.48803
cy41HOG000037335.ale.uml_rec	1e-06	1e-06	0.154751
cy41HOG000040462.ale.uml_rec	1e-06	0.0542439	0.0194701
cy41HOG000054270.ale.uml_rec	0.00602992	0.000742876	0.617854
cy41HOG000003880.ale.uml_rec	0.0086675	0.109612	0.128896
cy41HOG000130726.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054720.ale.uml_rec	1e-06	0.118123	0.120018
cy41HOG000057875.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000081054.ale.uml_rec	1e-06	0.259493	0.000103823
cy41HOG000232620.ale.uml_rec	0.00046318	0.0731887	0.0912568
cy41HOG000233562.ale.uml_rec	0.192321	1e-06	0.43863
cy41HOG000283251.ale.uml_rec	1e-06	0.0803601	0.102468
cy41HOG000058116.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069722.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000015403.ale.uml_rec	0.000449022	0.236317	0.136379
cy41HOG000058446.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000031897.ale.uml_rec	0.104976	0.0644426	0.247391
cy41HOG000017814.ale.uml_rec	0.136353	1.41456e-05	0.497403
cy41HOG000127717.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132717.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233944.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058089.ale.uml_rec	1e-06	0.166838	1e-06
cy41HOG000234272.ale.uml_rec	0.649164	0.405776	0.921239
cy41HOG000127978.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035654.ale.uml_rec	0.250372	0.316918	0.399875
cy41HOG000232469.ale.uml_rec	0.000136492	4.48483e-06	0.224913
cy41HOG000035304.ale.uml_rec	1e-06	0.752734	1.17152
cy41HOG000088143.ale.uml_rec	1e-06	0.791657	1.16426
cy41HOG000054569.ale.uml_rec	1e-06	1e-06	0.611319
cy41HOG000132688.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127688.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000062354.ale.uml_rec	0.0301329	0.0356629	0.0557146
cy41HOG000036901.ale.uml_rec	1e-06	1e-06	0.160276
cy41HOG000069360.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035389.ale.uml_rec	0.179896	1e-06	0.465972
cy41HOG000058554.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069630.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000030537.ale.uml_rec	0.00528278	0.191615	0.142389
cy41HOG000035929.ale.uml_rec	1e-06	1e-06	0.471636
cy41HOG000233369.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000236087.ale.uml_rec	0.219174	0.108678	0.467735
cy41HOG000035216.ale.uml_rec	0.189783	0.142486	0.459214
cy41HOG000233639.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000275935.ale.uml_rec	8.36575e-05	0.196112	0.292941
cy41HOG000252054.ale.uml_rec	1e-06	0.034607	0.0613503
cy41HOG000036813.ale.uml_rec	1.13634	1e-06	0.78933
cy41HOG000288735.ale.uml_rec	1e-06	0.0787053	0.0765557
cy41HOG000276660.ale.uml_rec	1e-06	0.286536	0.303692
cy41HOG000253316.ale.uml_rec	1e-06	0.0825521	0.377717
cy41HOG000088051.ale.uml_rec	5.03191e-05	0.176621	0.00125162
cy41HOG000238556.ale.uml_rec	1e-06	0.210422	0.156038
cy41HOG000113196.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000060727.ale.uml_rec	0.0143248	0.0376391	0.0168455
cy41HOG000250535.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000087932.ale.uml_rec	1.09771	1e-06	0.670786
cy41HOG000035490.ale.uml_rec	0.586582	0.380585	1.05021
cy41HOG000037227.ale.uml_rec	1e-06	1e-06	0.100589
cy41HOG000069479.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069129.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023165.ale.uml_rec	0.893887	0.108974	0.102121
cy41HOG000130634.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054632.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000055020.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054362.ale.uml_rec	1.63179e-06	0.17518	0.413116
cy41HOG000115342.ale.uml_rec	1e-06	1e-06	0.727807
cy41HOG000167994.ale.uml_rec	1e-06	0.656413	0.488329
cy41HOG000005529.ale.uml_rec	0.0956038	1e-06	0.310103
cy41HOG000234129.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233470.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000295030.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232732.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058682.ale.uml_rec	0.590686	2.71756e-06	0.484699
cy41HOG000080754.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233120.ale.uml_rec	1e-06	0.0137359	1e-06
cy41HOG000057967.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000067941.ale.uml_rec	6.22981e-06	0.205144	0.397535
cy41HOG000022615.ale.uml_rec	1.04398	1e-06	1.37046
cy41HOG000023007.ale.uml_rec	0.471859	1e-06	0.678196
cy41HOG000036007.ale.uml_rec	1e-06	1e-06	0.134546
cy41HOG000037345.ale.uml_rec	1e-06	0.734313	1.15913
cy41HOG000110051.ale.uml_rec	0.00158763	0.164279	0.232033
cy41HOG000080859.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000111313.ale.uml_rec	0.000148302	0.102503	0.124617
cy41HOG000008626.ale.uml_rec	0.812372	0.219935	0.217754
cy41HOG000232650.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233042.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000081024.ale.uml_rec	0.280292	2.59699e-06	0.0997278
cy41HOG000023198.ale.uml_rec	0.94193	0.189825	0.443339
cy41HOG000139158.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000280152.ale.uml_rec	3.24099e-05	0.0777546	0.0831961
cy41HOG000029733.ale.uml_rec	0.000187369	0.477598	0.422377
cy41HOG000125756.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000054750.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000131292.ale.uml_rec	1e-06	1e-06	0.463538
cy41HOG000054486.ale.uml_rec	0.349108	1e-06	0.650541
cy41HOG000233934.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127767.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132767.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069752.ale.uml_rec	1e-06	1e-06	1e-06
